City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
351,Diré,12.2833,-10.9667,75.51,17,21,1.41,ML,1612131554
352,Nantong,32.0303,120.8747,48.99,91,100,5.1,CN,1612131880
353,Mokhsogollokh,61.4681,128.9203,-38.0,80,100,6.46,RU,1612131541
354,Kudahuvadhoo,2.6708,72.8944,81.37,79,25,11.97,MV,1612131881
355,Tessalit,20.1986,1.0114,64.83,22,51,8.43,ML,1612132136
356,Aklavik,68.2191,-135.0107,-20.2,76,100,5.75,CA,1612131592
357,Tharād,24.3961,71.6267,56.61,36,0,4.68,IN,1612131882
358,Pedregulho,-20.2569,-47.4767,70.23,83,100,1.88,BR,1612131882
359,Beyneu,45.3167,55.2,35.08,87,18,8.59,KZ,1612132137
360,Tilbury,51.4625,0.3586,39.99,95,100,4.0,GB,1612131882
361,San Policarpo,12.1791,125.5072,79.21,81,99,15.41,PH,1612131883
362,Taseyevo,57.2169,94.8978,-35.01,80,29,4.7,RU,1612131884
363,Seydi,39.4816,62.9137,42.06,65,17,2.06,TM,1612131884
364,Yangi Marg`ilon,40.4272,71.7189,39.2,56,100,4.61,UZ,1612131885
365,Tabas,33.5959,56.9244,48.2,34,27,4.61,IR,1612131885
366,Sabang,5.8933,95.3214,81.09,78,67,21.83,ID,1612131600
367,Norman Wells,65.282,-126.8329,-18.4,69,75,6.91,CA,1612132139
368,Vozhega,60.4725,40.2213,16.5,97,100,3.78,RU,1612131885
369,Arrondissement de Figeac,44.75,1.9167,46.0,92,100,5.01,FR,1612131885
370,Newcastle,-32.9272,151.7765,75.99,78,40,5.75,AU,1612131608
371,Bac Lieu,9.285,105.7244,75.85,81,59,13.98,VN,1612131886
372,Ixtapa,20.7,-105.2,75.2,69,1,11.5,MX,1612131538
373,Lethem,3.3803,-59.7968,87.8,66,40,13.8,GY,1612131886
374,Luau,-10.7073,22.2247,67.08,96,100,2.24,AO,1612131887
375,Oktyabr'skoye,43.0645,44.7417,26.6,100,27,6.71,RU,1612131595
376,Whitehorse,60.7161,-135.0538,-2.0,77,90,3.44,CA,1612131877
377,Hermiston,45.8404,-119.2895,57.0,67,90,4.61,US,1612131626
378,Hīt,33.6416,42.8251,54.23,42,4,5.57,IQ,1612131888
379,Provideniya,64.3833,-173.3,3.2,85,90,33.55,RU,1612132142
380,Dwārka,22.2394,68.9678,67.3,73,0,12.5,IN,1612131888
381,Kovūr,14.4833,79.9833,70.12,90,95,3.2,IN,1612131888
382,Nanchang,28.6833,115.8833,49.3,89,100,3.65,CN,1612131889
383,Chimbote,-9.0853,-78.5783,74.26,71,7,11.16,PE,1612131889
384,Zaranj,30.9667,61.8833,48.2,37,0,6.91,AF,1612131889
385,Masvingo,-20.0637,30.8277,68.86,91,86,5.61,ZW,1612131890
386,Khuzdar,27.7384,66.6434,53.96,44,0,2.35,PK,1612131890
387,Aginskoye,51.1,114.53,-21.48,79,12,18.61,RU,1612131890
388,Abu Dhabi,24.4667,54.3667,66.2,72,0,5.75,AE,1612131841
389,Vila Franca do Campo,37.7167,-25.4333,62.01,88,75,17.27,PT,1612131563
390,Smithers,54.7804,-127.1743,26.6,80,75,2.3,CA,1612131891
391,Berlevåg,70.8578,29.0864,26.6,86,90,13.8,NO,1612131855
392,Weligama,5.9667,80.4167,74.23,89,38,5.1,LK,1612131891
393,Saskylakh,71.9167,114.0833,-30.98,83,61,7.99,RU,1612131481
394,Fenoarivo,-18.933,47.4354,66.2,88,75,6.91,MG,1612131892
395,Barra de Tecoanapa,16.5167,-98.75,82.65,66,7,10.2,MX,1612131893
396,Xichang,27.8964,102.2634,37.71,78,3,1.23,CN,1612131764
397,Banjar,-8.19,114.9675,80.6,89,40,5.75,ID,1612131893
398,Henderson,36.0397,-114.9819,59.0,26,1,9.22,US,1612132147
399,Noyabrsk,63.1994,75.4507,-3.35,93,98,9.91,RU,1612131894
400,Olinda,-8.0089,-34.8553,78.8,73,75,8.05,BR,1612131622
401,Richards Bay,-28.783,32.0377,77.95,88,94,9.08,ZA,1612131571
402,Antofagasta,-23.65,-70.4,69.8,73,20,14.97,CL,1612131894
403,Constitución,-35.3333,-72.4167,63.43,73,12,11.68,CL,1612131870
404,Hambantota,6.1241,81.1185,76.8,81,1,12.71,LK,1612132148
405,Port Lincoln,-34.7333,135.8667,62.55,75,100,14.05,AU,1612132148
406,Kolār,13.1333,78.1333,62.6,100,40,1.14,IN,1612131895
407,Olafsvik,64.8945,-23.7142,31.23,96,100,13.49,IS,1612132149
408,Akdepe,42.0551,59.3788,35.6,75,7,6.91,TM,1612132149
409,Lavrentiya,65.5833,-171.0,-6.92,85,100,15.88,RU,1612131553
410,Waipawa,-41.4122,175.5153,66.2,68,1,12.66,NZ,1612131605
411,Lagoa,39.05,-27.9833,62.02,85,98,21.77,PT,1612132150
412,Ilulissat,69.2167,-51.1,6.8,56,83,9.22,GL,1612132150
413,Vila Velha,-20.3297,-40.2925,80.6,74,40,14.97,BR,1612131335
414,Salinas,36.6777,-121.6555,62.6,55,1,4.61,US,1612131897
415,Hauterive,46.0901,3.4459,51.8,71,75,11.5,FR,1612131897
416,Progreso,21.2833,-89.6667,84.2,54,40,6.91,MX,1612132107
417,Najrān,17.4924,44.1277,55.4,38,0,1.48,SA,1612132151
418,Palmas,-10.2128,-48.3603,80.6,78,20,5.75,BR,1612131674
419,Coyhaique,-45.5752,-72.0662,78.8,27,20,6.91,CL,1612131551
420,Flinders,-34.5833,150.8552,71.01,85,78,1.01,AU,1612131628
421,Hailar,49.2,119.7,-27.09,84,14,7.29,CN,1612131899
422,Tashla,51.7716,52.7427,20.91,98,100,12.26,RU,1612131899
423,Mandalgovi,45.7625,106.2708,-12.35,80,0,20.0,MN,1612132153
424,Bariloche,-41.1456,-71.3082,57.2,58,75,3.44,AR,1612131665
425,Nosy Varika,-20.5833,48.5333,77.61,86,49,3.71,MG,1612131900
426,Nelson Bay,-32.7167,152.15,77.0,78,40,5.75,AU,1612131562
427,Praia,14.9215,-23.5087,71.6,73,0,18.41,CV,1612131694
428,Mogadouro,41.3403,-6.7119,50.0,89,49,8.01,PT,1612131900
429,Sicamous,50.8331,-118.9856,37.99,93,100,4.61,CA,1612131600
430,Mount Gambier,-37.8333,140.7667,57.2,88,97,3.44,AU,1612131581
431,Margate,51.3813,1.3862,39.99,90,100,1.99,GB,1612131628
432,Mindelo,16.8901,-24.9804,71.6,78,20,19.57,CV,1612131901
433,Laguna,38.421,-121.4238,64.99,39,1,4.61,US,1612131623
434,Cortez,37.3489,-108.5859,39.2,56,1,5.75,US,1612131901
435,Rio Grande,-32.035,-52.0986,78.8,78,75,3.44,BR,1612131902
436,Kilindoni,-7.9139,39.6668,80.71,78,94,12.59,TZ,1612131902
437,Buchanan,5.8808,-10.0467,78.8,94,75,7.63,LR,1612131903
438,Barcelos,41.5388,-8.6151,57.2,94,75,6.91,PT,1612131556
439,Itoman,26.1247,127.6694,62.6,67,20,4.61,JP,1612131903
440,Mountain Home,43.133,-115.6912,48.2,43,1,13.96,US,1612131805
441,Egvekinot,66.3167,-179.1667,-12.12,88,100,18.92,RU,1612131661
442,Micheweni,-4.9667,39.8333,79.97,75,99,13.31,TZ,1612131904
443,Talnakh,69.4865,88.3972,-20.83,76,93,9.69,RU,1612131665
444,Hobyo,5.3505,48.5268,75.18,77,0,15.64,SO,1612131904
445,Alofi,-19.0595,-169.9187,82.4,78,75,11.5,NU,1612131311
446,Paharpur,32.1038,70.9724,53.33,40,0,6.29,PK,1612131905
447,Vostok,46.4856,135.8833,-1.68,94,100,3.65,RU,1612131905
448,Araouane,18.9048,-3.5265,68.92,19,16,9.37,ML,1612132159
449,Havelock,34.8791,-76.9013,57.2,100,90,3.44,US,1612132160
450,Harper,4.375,-7.7169,78.76,87,30,8.21,LR,1612131906
451,Kamenka,51.3223,42.7678,20.97,97,42,8.05,RU,1612132160
452,Muzaffarabad,34.37,73.4711,49.06,49,89,5.66,PK,1612131906
453,Pringsewu,-5.3582,104.9744,72.81,93,99,0.67,ID,1612131906
454,Puerto Escondido,15.85,-97.0667,84.2,70,1,5.75,MX,1612131903
455,Nikki,9.9401,3.2108,76.06,18,38,5.37,BJ,1612131908
456,São Miguel do Araguaia,-13.275,-50.1628,78.69,79,86,4.72,BR,1612131908
457,Ulladulla,-35.35,150.4667,68.0,94,90,0.98,AU,1612132161
458,Ardakān,32.31,54.0175,42.8,22,0,2.3,IR,1612131908
459,Sotik Post,-0.7813,35.3416,51.75,53,83,2.48,KE,1612131909
460,Yeppoon,-23.1333,150.7333,78.8,65,90,12.66,AU,1612131719
461,Dobryanka,58.4619,56.4165,28.4,80,0,15.66,RU,1612131909
462,Caravelas,-17.7125,-39.2481,76.71,82,86,6.71,BR,1612132163
463,Poya,-21.35,165.15,79.65,67,100,6.02,NC,1612131910
464,Gayéri,12.6497,0.4931,74.46,17,33,8.99,BF,1612131910
465,Chiang Khong,20.2613,100.4046,62.6,100,40,2.3,TH,1612131910
466,Opuwo,-18.0607,13.84,70.43,46,100,9.6,NA,1612131910
467,Zomin,39.9606,68.3958,45.19,76,100,7.92,UZ,1612131911
468,Bowen,-20.0167,148.2333,77.0,88,75,8.05,AU,1612131911
469,Panjāb,34.388,67.0233,12.24,92,29,3.13,AF,1612131911
470,Fare,-16.7,-151.0167,81.39,74,61,10.45,PF,1612131912
471,Portomaggiore,44.6985,11.8068,41.0,83,99,4.38,IT,1612131912
472,Beloha,-25.1667,45.05,76.91,80,72,2.21,MG,1612131833
473,Paita,-5.0892,-81.1144,82.4,61,40,17.27,PE,1612131912
474,Omsukchan,62.5333,155.8,-37.28,77,100,8.01,RU,1612131912
475,Kyren,51.6828,102.1408,-16.89,71,0,1.74,RU,1612131913
476,Galesong,-5.3166,119.3661,71.6,100,75,11.5,ID,1612132166
477,Saint-François,46.4154,3.9054,48.99,93,100,3.44,FR,1612131624
478,Osoyoos,49.0331,-119.4524,42.8,81,100,6.91,CA,1612131913
479,Nador,35.174,-2.9287,62.6,67,20,14.97,MA,1612131913
480,Itarema,-2.9248,-39.9167,80.31,81,3,16.08,BR,1612131618
481,Umm Kaddadah,13.6017,26.6876,66.58,22,0,13.15,SD,1612131914
482,Çayeli,41.0923,40.7292,51.21,52,46,4.45,TR,1612131914
483,Pinega,64.7001,43.3936,13.15,96,99,4.76,RU,1612131915
484,Rongcheng,30.634,117.8517,48.49,91,100,0.29,CN,1612131915
485,Lüderitz,-26.6481,15.1594,66.65,70,1,19.33,NA,1612131617
486,Talcahuano,-36.7167,-73.1167,71.6,56,0,10.36,CL,1612131583
487,Te Anau,-45.4167,167.7167,63.39,63,97,0.87,NZ,1612132168
488,Salinópolis,-0.6136,-47.3561,80.17,82,10,11.7,BR,1612131916
489,Pangody,65.85,74.4859,-5.49,91,97,7.76,RU,1612131916
490,Hare Bay,48.8499,-54.0148,28.4,93,90,16.11,CA,1612131916
491,The Valley,18.217,-63.0578,79.0,73,40,13.8,AI,1612131614
492,Nhulunbuy,-12.2333,136.7667,80.6,89,74,5.75,AU,1612131917
493,Upata,8.0086,-62.3989,77.92,69,78,6.4,VE,1612131917
494,Sosnovo-Ozerskoye,52.5249,111.5418,-34.49,82,65,9.91,RU,1612131917
495,Sovetskiy,61.3614,63.5842,5.86,95,100,8.05,RU,1612131917
496,Bathsheba,13.2167,-59.5167,78.8,69,40,20.71,BB,1612132170
497,Holt,42.6406,-84.5153,28.99,74,90,13.8,US,1612131918
498,Hamilton,39.1834,-84.5333,37.99,93,90,8.05,US,1612132170
499,Guarapari,-20.6667,-40.4975,80.6,74,40,14.97,BR,1612131918
500,Lobito,-12.3481,13.5456,76.8,77,92,5.82,AO,1612131918
501,Sibu,2.3,111.8167,77.0,94,40,2.3,MY,1612131918
502,Xai-Xai,-25.0519,33.6442,79.03,80,84,11.14,MZ,1612132171
503,Kajaani,64.2273,27.7285,14.0,92,90,2.3,FI,1612131919
504,Maragogi,-9.0122,-35.2225,78.57,76,54,8.34,BR,1612131617
505,Coquimbo,-29.9533,-71.3436,69.8,78,40,11.5,CL,1612131613
506,Río de Jesús,7.9844,-81.1631,87.12,53,47,11.27,PA,1612131919
507,Wilmington,34.2257,-77.9447,59.0,88,90,16.11,US,1612131868
508,Ayan,56.45,138.1667,-20.58,73,100,13.29,RU,1612131920
509,Griffith,41.5284,-87.4237,32.0,93,90,10.36,US,1612131920
510,Southbridge,42.0751,-72.0334,21.0,34,100,3.27,US,1612131920
511,Nouakchott,18.0858,-15.9785,78.8,11,100,8.05,MR,1612131582
512,Jaltocan,21.15,-98.5333,75.34,71,78,1.79,MX,1612131921
513,Shimoda,34.6667,138.95,39.0,68,24,1.01,JP,1612132174
514,Fairbanks,64.8378,-147.7164,-2.2,77,90,0.31,US,1612131501
515,Ternate,0.8,127.4,78.4,73,100,5.61,ID,1612132174
516,Little Current,45.9793,-81.9248,18.0,49,97,4.61,CA,1612131922
517,Coldingham,55.8868,-2.157,30.99,95,98,8.55,GB,1612131922
518,Primalkinskoye,43.7467,44.0083,33.8,75,75,4.47,RU,1612131922
519,Matamoros,25.5333,-103.25,75.2,25,1,14.74,MX,1612131892
520,Los Llanos de Aridane,28.6585,-17.9182,64.4,77,0,8.05,ES,1612131578
521,Zhezkazgan,47.8043,67.7144,16.07,93,14,3.8,KZ,1612131923
522,Ossora,59.2353,163.0719,-4.76,90,100,22.64,RU,1612131923
523,Stange,60.718,11.1942,12.0,85,90,2.1,NO,1612131923
524,Palmer,42.1584,-72.3287,21.0,53,75,1.57,US,1612131888
525,La Libertad,-2.2333,-80.9,84.2,70,0,11.5,EC,1612131924
526,Arrondissement de Saint-Denis,48.9167,2.3333,48.99,100,90,6.91,FR,1612131924
527,Shenjiamen,29.9576,122.298,50.23,94,93,5.03,CN,1612131924
528,Hurricane,37.1753,-113.2899,55.99,43,1,5.08,US,1612131867
529,Bandrele,-12.9067,45.1914,82.4,78,75,4.61,YT,1612131925
530,Sokur,55.2093,83.319,-16.6,76,24,2.24,RU,1612131925
531,Cayenne,4.9333,-52.3333,80.6,78,90,6.91,GF,1612132178
532,Kolárovo,47.9229,17.9847,30.99,93,58,4.61,SK,1612131926
533,Kibre Mengist,5.8833,38.9833,53.26,45,21,3.24,ET,1612131926
534,Şieuţ,46.9833,24.65,36.0,93,75,1.14,RO,1612131926
535,Rudnichnyy,59.617,52.4703,31.26,97,100,17.94,RU,1612131927
536,Natal,-5.795,-35.2094,80.6,78,40,12.66,BR,1612131927
537,Langham,52.3668,-106.9679,12.99,73,40,6.91,CA,1612131927
538,Nemuro,43.3236,145.575,18.64,90,0,7.45,JP,1612132180
539,Copiapó,-27.3667,-70.3333,68.0,77,75,12.66,CL,1612131867
540,Lujiang,31.2581,117.2817,46.0,93,100,4.47,CN,1612131928
541,Formosa do Rio Preto,-11.0483,-45.1931,81.09,50,90,1.7,BR,1612131928
542,Tarakan,3.3,117.6333,77.0,94,40,2.3,ID,1612131591
543,Palana,59.1167,159.9667,-8.18,91,100,31.97,RU,1612132181
544,Terney,45.0503,136.6092,11.79,94,100,4.9,RU,1612131929
545,El Salvador,13.8333,-88.9167,89.6,45,0,5.75,SV,1612131929
546,Simao,22.7886,100.9748,50.41,96,5,1.88,CN,1612131929
547,Pineville,31.3224,-92.4343,57.2,58,20,18.41,US,1612131642
548,Callaway,30.153,-85.5699,69.01,83,75,17.27,US,1612131593
549,Kirakira,-10.4544,161.9205,83.41,74,84,18.7,SB,1612131391
550,Thunder Bay,48.4001,-89.3168,30.0,86,75,9.22,CA,1612131731
551,Granja,-3.1203,-40.8261,79.56,78,79,6.33,BR,1612131930
552,Annau,37.8876,58.516,44.6,76,0,6.91,TM,1612131930
553,Cap-aux-Meules,47.3821,-61.8597,30.2,69,100,16.11,CA,1612131931
554,Pedro Juan Caballero,-22.5472,-55.7333,71.6,88,0,4.61,PY,1612131931
555,Ati,13.2154,18.3353,76.05,18,0,9.37,TD,1612131931
556,Carnduff,49.1667,-101.8009,12.31,96,0,3.96,CA,1612131931
557,Terme,41.2092,36.9739,57.2,41,0,13.8,TR,1612131932
558,Samarinda,-0.5,117.15,72.01,97,99,2.37,ID,1612131932
559,Stary Sącz,49.5636,20.635,15.01,86,33,1.99,PL,1612131932
560,Lund,55.7058,13.1932,30.99,93,20,3.44,SE,1612131932
